id;mode;from_country;from_country_key;to_country;to_country_key;points;year
27713;FINAL;Griechenland;GR;Aserbaidschan;AZ;5;2011
27714;FINAL;Griechenland;GR;Slowenien;SLO;0;2011
27715;FINAL;Griechenland;GR;Island;ISL;0;2011
27716;FINAL;Griechenland;GR;Spanien;E;0;2011
27717;FINAL;Griechenland;GR;Ukraine;UKR;7;2011
27718;FINAL;Griechenland;GR;Serbien;SRB;0;2011
27719;FINAL;Griechenland;GR;Georgien;GE;8;2011
27720;FINAL;Großbritannien;UK;Finnland;SF;0;2011
27721;FINAL;Großbritannien;UK;Bosnien Herzegowina;BIH;0;2011
27722;FINAL;Großbritannien;UK;Dänemark;DK;5;2011
27723;FINAL;Großbritannien;UK;Litauen;LIT;6;2011
27724;FINAL;Großbritannien;UK;Ungarn;H;0;2011
27725;FINAL;Großbritannien;UK;Irland;IRL;12;2011
27726;FINAL;Großbritannien;UK;Schweden;S;3;2011
27727;FINAL;Großbritannien;UK;Estland;EST;0;2011
27728;FINAL;Großbritannien;UK;Griechenland;GR;0;2011
27729;FINAL;Großbritannien;UK;Russland;RUS;0;2011
27730;FINAL;Großbritannien;UK;Frankreich;F;0;2011
27731;FINAL;Großbritannien;UK;Italien;I;7;2011
27732;FINAL;Großbritannien;UK;Schweiz;CH;10;2011
27733;FINAL;Großbritannien;UK;Moldau;MD;8;2011
27734;FINAL;Großbritannien;UK;Deutschland;D;0;2011
27735;FINAL;Großbritannien;UK;Rumänien;ROM;0;2011
27736;FINAL;Großbritannien;UK;Österreich;AUT;2;2011
27737;FINAL;Großbritannien;UK;Aserbaidschan;AZ;0;2011
27738;FINAL;Großbritannien;UK;Slowenien;SLO;0;2011
27739;FINAL;Großbritannien;UK;Island;ISL;4;2011
27740;FINAL;Großbritannien;UK;Spanien;E;1;2011
27741;FINAL;Großbritannien;UK;Ukraine;UKR;0;2011
27742;FINAL;Großbritannien;UK;Serbien;SRB;0;2011
27743;FINAL;Großbritannien;UK;Georgien;GE;0;2011
27744;FINAL;Irland;IRL;Finnland;SF;3;2011
27745;FINAL;Irland;IRL;Bosnien Herzegowina;BIH;0;2011
27746;FINAL;Irland;IRL;Dänemark;DK;12;2011
27747;FINAL;Irland;IRL;Litauen;LIT;10;2011
27748;FINAL;Irland;IRL;Ungarn;H;0;2011
27749;FINAL;Irland;IRL;Schweden;S;4;2011
27750;FINAL;Irland;IRL;Estland;EST;7;2011
27751;FINAL;Irland;IRL;Griechenland;GR;0;2011
27752;FINAL;Irland;IRL;Russland;RUS;0;2011
27753;FINAL;Irland;IRL;Frankreich;F;0;2011
27754;FINAL;Irland;IRL;Italien;I;5;2011
27755;FINAL;Irland;IRL;Schweiz;CH;0;2011
27756;FINAL;Irland;IRL;Großbritannien;UK;6;2011
27757;FINAL;Irland;IRL;Moldau;MD;8;2011
27758;FINAL;Irland;IRL;Deutschland;D;0;2011
27759;FINAL;Irland;IRL;Rumänien;ROM;1;2011
27760;FINAL;Irland;IRL;Österreich;AUT;0;2011
27761;FINAL;Irland;IRL;Aserbaidschan;AZ;0;2011
27762;FINAL;Irland;IRL;Slowenien;SLO;2;2011
27763;FINAL;Irland;IRL;Island;ISL;0;2011
27764;FINAL;Irland;IRL;Spanien;E;0;2011
27765;FINAL;Irland;IRL;Ukraine;UKR;0;2011
27766;FINAL;Irland;IRL;Serbien;SRB;0;2011
27767;FINAL;Irland;IRL;Georgien;GE;0;2011
27768;FINAL;Israel;ISR;Finnland;SF;0;2011
27769;FINAL;Israel;ISR;Bosnien Herzegowina;BIH;0;2011
27770;FINAL;Israel;ISR;Dänemark;DK;10;2011
27771;FINAL;Israel;ISR;Litauen;LIT;0;2011
27772;FINAL;Israel;ISR;Ungarn;H;0;2011
27773;FINAL;Israel;ISR;Irland;IRL;0;2011
27774;FINAL;Israel;ISR;Schweden;S;12;2011
27775;FINAL;Israel;ISR;Estland;EST;5;2011
27776;FINAL;Israel;ISR;Griechenland;GR;0;2011
27777;FINAL;Israel;ISR;Russland;RUS;8;2011
27778;FINAL;Israel;ISR;Frankreich;F;0;2011
27779;FINAL;Israel;ISR;Italien;I;0;2011
27780;FINAL;Israel;ISR;Schweiz;CH;0;2011
27781;FINAL;Israel;ISR;Großbritannien;UK;1;2011
27782;FINAL;Israel;ISR;Moldau;MD;0;2011
27783;FINAL;Israel;ISR;Deutschland;D;0;2011
27784;FINAL;Israel;ISR;Rumänien;ROM;6;2011
27785;FINAL;Israel;ISR;Österreich;AUT;0;2011
27786;FINAL;Israel;ISR;Aserbaidschan;AZ;4;2011
27787;FINAL;Israel;ISR;Slowenien;SLO;3;2011
27788;FINAL;Israel;ISR;Spanien;E;0;2011
27789;FINAL;Israel;ISR;Ukraine;UKR;7;2011
27790;FINAL;Israel;ISR;Serbien;SRB;0;2011
27791;FINAL;Israel;ISR;Georgien;GE;2;2011
27792;FINAL;Island;ISL;Finnland;SF;10;2011
27793;FINAL;Island;ISL;Bosnien Herzegowina;BIH;0;2011
27794;FINAL;Island;ISL;Dänemark;DK;12;2011
27795;FINAL;Island;ISL;Litauen;LIT;0;2011
27796;FINAL;Island;ISL;Ungarn;H;5;2011
27797;FINAL;Island;ISL;Irland;IRL;4;2011
27798;FINAL;Island;ISL;Schweden;S;7;2011
27799;FINAL;Island;ISL;Estland;EST;0;2011
27800;FINAL;Island;ISL;Griechenland;GR;0;2011
27801;FINAL;Island;ISL;Russland;RUS;1;2011
27802;FINAL;Island;ISL;Frankreich;F;0;2011
27803;FINAL;Island;ISL;Italien;I;3;2011
27804;FINAL;Island;ISL;Schweiz;CH;0;2011
27805;FINAL;Island;ISL;Großbritannien;UK;2;2011
27806;FINAL;Island;ISL;Moldau;MD;0;2011
27807;FINAL;Island;ISL;Deutschland;D;6;2011
27808;FINAL;Island;ISL;Rumänien;ROM;0;2011
27809;FINAL;Island;ISL;Österreich;AUT;0;2011
27810;FINAL;Island;ISL;Aserbaidschan;AZ;8;2011
27811;FINAL;Island;ISL;Slowenien;SLO;0;2011
27812;FINAL;Island;ISL;Spanien;E;0;2011
27813;FINAL;Island;ISL;Ukraine;UKR;0;2011
27814;FINAL;Island;ISL;Serbien;SRB;0;2011
27815;FINAL;Island;ISL;Georgien;GE;0;2011
27816;FINAL;Italien;I;Finnland;SF;0;2011
27817;FINAL;Italien;I;Bosnien Herzegowina;BIH;4;2011
27818;FINAL;Italien;I;Dänemark;DK;0;2011
27819;FINAL;Italien;I;Litauen;LIT;0;2011
27820;FINAL;Italien;I;Ungarn;H;0;2011
27821;FINAL;Italien;I;Island;ISL;5;2011
27822;FINAL;Italien;I;Schweden;S;0;2011
27823;FINAL;Italien;I;Estland;EST;0;2011
27824;FINAL;Italien;I;Griechenland;GR;2;2011
27825;FINAL;Italien;I;Russland;RUS;0;2011
27826;FINAL;Italien;I;Frankreich;F;1;2011
27827;FINAL;Italien;I;Schweiz;CH;0;2011
27828;FINAL;Italien;I;Großbritannien;UK;10;2011
27829;FINAL;Italien;I;Moldau;MD;8;2011
27830;FINAL;Italien;I;Deutschland;D;6;2011
27831;FINAL;Italien;I;Rumänien;ROM;12;2011
27832;FINAL;Italien;I;Österreich;AUT;0;2011
27833;FINAL;Italien;I;Aserbaidschan;AZ;0;2011
27834;FINAL;Italien;I;Slowenien;SLO;0;2011
27835;FINAL;Italien;I;Irland;IRL;0;2011
27836;FINAL;Italien;I;Spanien;E;0;2011
27837;FINAL;Italien;I;Ukraine;UKR;7;2011
27838;FINAL;Italien;I;Serbien;SRB;3;2011
27839;FINAL;Italien;I;Georgien;GE;0;2011
27840;FINAL;Kroatien;CRO;Finnland;SF;0;2011
27841;FINAL;Kroatien;CRO;Bosnien Herzegowina;BIH;7;2011
27842;FINAL;Kroatien;CRO;Dänemark;DK;0;2011
27843;FINAL;Kroatien;CRO;Litauen;LIT;2;2011
27844;FINAL;Kroatien;CRO;Ungarn;H;0;2011
27845;FINAL;Kroatien;CRO;Irland;IRL;0;2011
27846;FINAL;Kroatien;CRO;Schweden;S;4;2011
27847;FINAL;Kroatien;CRO;Estland;EST;0;2011
27848;FINAL;Kroatien;CRO;Griechenland;GR;0;2011
27849;FINAL;Kroatien;CRO;Russland;RUS;0;2011
27850;FINAL;Kroatien;CRO;Frankreich;F;6;2011
27851;FINAL;Kroatien;CRO;Italien;I;0;2011
27852;FINAL;Kroatien;CRO;Schweiz;CH;0;2011
27853;FINAL;Kroatien;CRO;Großbritannien;UK;0;2011
27854;FINAL;Kroatien;CRO;Moldau;MD;0;2011
27855;FINAL;Kroatien;CRO;Deutschland;D;1;2011
27856;FINAL;Kroatien;CRO;Rumänien;ROM;0;2011
27857;FINAL;Kroatien;CRO;Österreich;AUT;3;2011
27858;FINAL;Kroatien;CRO;Aserbaidschan;AZ;10;2011
27859;FINAL;Kroatien;CRO;Slowenien;SLO;12;2011
27860;FINAL;Kroatien;CRO;Island;ISL;0;2011
27861;FINAL;Kroatien;CRO;Spanien;E;0;2011
27862;FINAL;Kroatien;CRO;Ukraine;UKR;5;2011
27863;FINAL;Kroatien;CRO;Serbien;SRB;8;2011
27864;FINAL;Kroatien;CRO;Georgien;GE;0;2011
27865;FINAL;Lettland;LET;Finnland;SF;0;2011
27866;FINAL;Lettland;LET;Bosnien Herzegowina;BIH;0;2011
27867;FINAL;Lettland;LET;Dänemark;DK;6;2011
27868;FINAL;Lettland;LET;Litauen;LIT;7;2011
27869;FINAL;Lettland;LET;Ungarn;H;0;2011
27870;FINAL;Lettland;LET;Irland;IRL;10;2011
27871;FINAL;Lettland;LET;Schweden;S;0;2011
27872;FINAL;Lettland;LET;Estland;EST;4;2011
27873;FINAL;Lettland;LET;Griechenland;GR;0;2011
27874;FINAL;Lettland;LET;Russland;RUS;0;2011
27875;FINAL;Lettland;LET;Frankreich;F;1;2011
27876;FINAL;Lettland;LET;Italien;I;12;2011
27877;FINAL;Lettland;LET;Schweiz;CH;0;2011
27878;FINAL;Lettland;LET;Großbritannien;UK;5;2011
27879;FINAL;Lettland;LET;Moldau;MD;0;2011
27880;FINAL;Lettland;LET;Deutschland;D;8;2011
27881;FINAL;Lettland;LET;Rumänien;ROM;0;2011
27882;FINAL;Lettland;LET;Österreich;AUT;0;2011
27883;FINAL;Lettland;LET;Aserbaidschan;AZ;2;2011
27884;FINAL;Lettland;LET;Slowenien;SLO;3;2011
27885;FINAL;Lettland;LET;Island;ISL;0;2011
27886;FINAL;Lettland;LET;Spanien;E;0;2011
27887;FINAL;Lettland;LET;Ukraine;UKR;0;2011
27888;FINAL;Lettland;LET;Serbien;SRB;0;2011
27889;FINAL;Lettland;LET;Georgien;GE;0;2011
27890;FINAL;Litauen;LIT;Finnland;SF;1;2011
27891;FINAL;Litauen;LIT;Bosnien Herzegowina;BIH;0;2011
27892;FINAL;Litauen;LIT;Dänemark;DK;0;2011
27893;FINAL;Litauen;LIT;Ungarn;H;0;2011
27894;FINAL;Litauen;LIT;Irland;IRL;0;2011
27895;FINAL;Litauen;LIT;Schweden;S;0;2011
27896;FINAL;Litauen;LIT;Estland;EST;7;2011
27897;FINAL;Litauen;LIT;Griechenland;GR;0;2011
27898;FINAL;Litauen;LIT;Russland;RUS;6;2011
27899;FINAL;Litauen;LIT;Frankreich;F;0;2011
27900;FINAL;Litauen;LIT;Italien;I;10;2011
27901;FINAL;Litauen;LIT;Schweiz;CH;0;2011
27902;FINAL;Litauen;LIT;Großbritannien;UK;3;2011
27903;FINAL;Litauen;LIT;Moldau;MD;4;2011
27904;FINAL;Litauen;LIT;Deutschland;D;2;2011
27905;FINAL;Litauen;LIT;Rumänien;ROM;0;2011
27906;FINAL;Litauen;LIT;Österreich;AUT;0;2011
27907;FINAL;Litauen;LIT;Aserbaidschan;AZ;8;2011
27908;FINAL;Litauen;LIT;Slowenien;SLO;0;2011
27909;FINAL;Litauen;LIT;Island;ISL;0;2011
27910;FINAL;Litauen;LIT;Spanien;E;0;2011
27911;FINAL;Litauen;LIT;Ukraine;UKR;0;2011
27912;FINAL;Litauen;LIT;Serbien;SRB;5;2011
27913;FINAL;Litauen;LIT;Georgien;GE;12;2011
27914;FINAL;Malta;MAL;Finnland;SF;0;2011
27915;FINAL;Malta;MAL;Bosnien Herzegowina;BIH;0;2011
27916;FINAL;Malta;MAL;Dänemark;DK;5;2011
27917;FINAL;Malta;MAL;Litauen;LIT;0;2011
27918;FINAL;Malta;MAL;Ungarn;H;0;2011
27919;FINAL;Malta;MAL;Irland;IRL;8;2011
27920;FINAL;Malta;MAL;Schweden;S;6;2011
27921;FINAL;Malta;MAL;Estland;EST;0;2011
27922;FINAL;Malta;MAL;Griechenland;GR;0;2011
27923;FINAL;Malta;MAL;Russland;RUS;0;2011
27924;FINAL;Malta;MAL;Frankreich;F;1;2011
27925;FINAL;Malta;MAL;Italien;I;10;2011
27926;FINAL;Malta;MAL;Schweiz;CH;0;2011
27927;FINAL;Malta;MAL;Großbritannien;UK;7;2011
27928;FINAL;Malta;MAL;Moldau;MD;0;2011
27929;FINAL;Malta;MAL;Deutschland;D;0;2011
27930;FINAL;Malta;MAL;Rumänien;ROM;0;2011
27931;FINAL;Malta;MAL;Österreich;AUT;2;2011
27932;FINAL;Malta;MAL;Aserbaidschan;AZ;12;2011
27933;FINAL;Malta;MAL;Slowenien;SLO;3;2011
27934;FINAL;Malta;MAL;Island;ISL;0;2011
27935;FINAL;Malta;MAL;Spanien;E;0;2011
27936;FINAL;Malta;MAL;Ukraine;UKR;4;2011
27937;FINAL;Malta;MAL;Serbien;SRB;0;2011
27938;FINAL;Malta;MAL;Georgien;GE;0;2011
27939;FINAL;Mazedonien;MAZ;Finnland;SF;0;2011
27940;FINAL;Mazedonien;MAZ;Bosnien Herzegowina;BIH;12;2011
27941;FINAL;Mazedonien;MAZ;Dänemark;DK;0;2011
27942;FINAL;Mazedonien;MAZ;Litauen;LIT;0;2011
27943;FINAL;Mazedonien;MAZ;Ungarn;H;0;2011
27944;FINAL;Mazedonien;MAZ;Irland;IRL;0;2011
27945;FINAL;Mazedonien;MAZ;Schweden;S;6;2011
27946;FINAL;Mazedonien;MAZ;Estland;EST;0;2011
27947;FINAL;Mazedonien;MAZ;Griechenland;GR;3;2011
27948;FINAL;Mazedonien;MAZ;Russland;RUS;0;2011
27949;FINAL;Mazedonien;MAZ;Frankreich;F;0;2011
27950;FINAL;Mazedonien;MAZ;Italien;I;1;2011
27951;FINAL;Mazedonien;MAZ;Schweiz;CH;0;2011
27952;FINAL;Mazedonien;MAZ;Großbritannien;UK;5;2011
27953;FINAL;Mazedonien;MAZ;Moldau;MD;0;2011
27954;FINAL;Mazedonien;MAZ;Deutschland;D;0;2011
27955;FINAL;Mazedonien;MAZ;Rumänien;ROM;0;2011
27956;FINAL;Mazedonien;MAZ;Österreich;AUT;2;2011
27957;FINAL;Mazedonien;MAZ;Slowenien;SLO;10;2011
27958;FINAL;Mazedonien;MAZ;Island;ISL;0;2011
27959;FINAL;Mazedonien;MAZ;Spanien;E;4;2011
27960;FINAL;Mazedonien;MAZ;Ukraine;UKR;7;2011
27961;FINAL;Mazedonien;MAZ;Serbien;SRB;8;2011
27962;FINAL;Mazedonien;MAZ;Georgien;GE;0;2011
27963;FINAL;Moldau;MD;Finnland;SF;0;2011
27964;FINAL;Moldau;MD;Bosnien Herzegowina;BIH;0;2011
27965;FINAL;Moldau;MD;Dänemark;DK;0;2011
27966;FINAL;Moldau;MD;Litauen;LIT;0;2011
27967;FINAL;Moldau;MD;Ungarn;H;0;2011
27968;FINAL;Moldau;MD;Irland;IRL;0;2011
27969;FINAL;Moldau;MD;Schweden;S;3;2011
27970;FINAL;Moldau;MD;Estland;EST;6;2011
27971;FINAL;Moldau;MD;Griechenland;GR;1;2011
27972;FINAL;Moldau;MD;Russland;RUS;5;2011
27973;FINAL;Moldau;MD;Frankreich;F;2;2011
27974;FINAL;Moldau;MD;Italien;I;0;2011
27975;FINAL;Moldau;MD;Schweiz;CH;0;2011
27976;FINAL;Moldau;MD;Großbritannien;UK;4;2011
27977;FINAL;Moldau;MD;Deutschland;D;0;2011
27978;FINAL;Moldau;MD;Rumänien;ROM;12;2011
27979;FINAL;Moldau;MD;Österreich;AUT;0;2011
27980;FINAL;Moldau;MD;Aserbaidschan;AZ;10;2011
27981;FINAL;Moldau;MD;Slowenien;SLO;0;2011
27982;FINAL;Moldau;MD;Island;ISL;0;2011
27983;FINAL;Moldau;MD;Spanien;E;0;2011
27984;FINAL;Moldau;MD;Ukraine;UKR;8;2011
27985;FINAL;Moldau;MD;Serbien;SRB;0;2011
27986;FINAL;Moldau;MD;Georgien;GE;7;2011
27987;FINAL;Niederlande;NL;Finnland;SF;0;2011
27988;FINAL;Niederlande;NL;Bosnien Herzegowina;BIH;8;2011
27989;FINAL;Niederlande;NL;Dänemark;DK;12;2011
27990;FINAL;Niederlande;NL;Litauen;LIT;0;2011
27991;FINAL;Niederlande;NL;Ungarn;H;0;2011
27992;FINAL;Niederlande;NL;Irland;IRL;5;2011
27993;FINAL;Niederlande;NL;Schweden;S;10;2011
27994;FINAL;Niederlande;NL;Estland;EST;0;2011
27995;FINAL;Niederlande;NL;Griechenland;GR;0;2011
27996;FINAL;Niederlande;NL;Russland;RUS;0;2011
27997;FINAL;Niederlande;NL;Frankreich;F;0;2011
27998;FINAL;Niederlande;NL;Italien;I;0;2011
27999;FINAL;Niederlande;NL;Schweiz;CH;0;2011
28000;FINAL;Niederlande;NL;Großbritannien;UK;0;2011
28001;FINAL;Niederlande;NL;Moldau;MD;0;2011
28002;FINAL;Niederlande;NL;Deutschland;D;7;2011
28003;FINAL;Niederlande;NL;Rumänien;ROM;4;2011
28004;FINAL;Niederlande;NL;Österreich;AUT;1;2011
28005;FINAL;Niederlande;NL;Aserbaidschan;AZ;6;2011
28006;FINAL;Niederlande;NL;Slowenien;SLO;2;2011
28007;FINAL;Niederlande;NL;Island;ISL;0;2011
28008;FINAL;Niederlande;NL;Spanien;E;0;2011
28009;FINAL;Niederlande;NL;Ukraine;UKR;0;2011
28010;FINAL;Niederlande;NL;Serbien;SRB;3;2011
28011;FINAL;Niederlande;NL;Georgien;GE;0;2011
28012;FINAL;Norwegen;N;Finnland;SF;12;2011
28013;FINAL;Norwegen;N;Bosnien Herzegowina;BIH;4;2011
28014;FINAL;Norwegen;N;Dänemark;DK;7;2011
28015;FINAL;Norwegen;N;Litauen;LIT;3;2011
28016;FINAL;Norwegen;N;Ungarn;H;0;2011
28017;FINAL;Norwegen;N;Irland;IRL;0;2011
28018;FINAL;Norwegen;N;Schweden;S;10;2011
28019;FINAL;Norwegen;N;Estland;EST;2;2011
28020;FINAL;Norwegen;N;Griechenland;GR;0;2011
28021;FINAL;Norwegen;N;Russland;RUS;0;2011
28022;FINAL;Norwegen;N;Frankreich;F;0;2011
28023;FINAL;Norwegen;N;Italien;I;0;2011
28024;FINAL;Norwegen;N;Schweiz;CH;0;2011
28025;FINAL;Norwegen;N;Großbritannien;UK;1;2011
28026;FINAL;Norwegen;N;Moldau;MD;0;2011
28027;FINAL;Norwegen;N;Deutschland;D;5;2011
28028;FINAL;Norwegen;N;Rumänien;ROM;0;2011
28029;FINAL;Norwegen;N;Österreich;AUT;0;2011
28030;FINAL;Norwegen;N;Aserbaidschan;AZ;0;2011
28031;FINAL;Norwegen;N;Slowenien;SLO;0;2011
28032;FINAL;Norwegen;N;Island;ISL;8;2011
28033;FINAL;Norwegen;N;Spanien;E;0;2011
28034;FINAL;Norwegen;N;Ukraine;UKR;0;2011
28035;FINAL;Norwegen;N;Serbien;SRB;6;2011
28036;FINAL;Norwegen;N;Georgien;GE;0;2011
28037;FINAL;Österreich;AUT;Finnland;SF;0;2011
28038;FINAL;Österreich;AUT;Bosnien Herzegowina;BIH;12;2011
28039;FINAL;Österreich;AUT;Dänemark;DK;0;2011
28040;FINAL;Österreich;AUT;Litauen;LIT;0;2011
28041;FINAL;Österreich;AUT;Ungarn;H;2;2011
28042;FINAL;Österreich;AUT;Irland;IRL;4;2011
28043;FINAL;Österreich;AUT;Schweden;S;0;2011
28044;FINAL;Österreich;AUT;Estland;EST;0;2011
28045;FINAL;Österreich;AUT;Griechenland;GR;0;2011
28046;FINAL;Österreich;AUT;Russland;RUS;0;2011
28047;FINAL;Österreich;AUT;Frankreich;F;0;2011
28048;FINAL;Österreich;AUT;Italien;I;6;2011
28049;FINAL;Österreich;AUT;Schweiz;CH;0;2011
28050;FINAL;Österreich;AUT;Großbritannien;UK;0;2011
28051;FINAL;Österreich;AUT;Moldau;MD;5;2011
28052;FINAL;Österreich;AUT;Deutschland;D;10;2011
28053;FINAL;Österreich;AUT;Rumänien;ROM;1;2011
28054;FINAL;Österreich;AUT;Österreich;AUT;0;2011
28055;FINAL;Österreich;AUT;Aserbaidschan;AZ;8;2011
28056;FINAL;Österreich;AUT;Slowenien;SLO;3;2011
28057;FINAL;Österreich;AUT;Island;ISL;0;2011
28058;FINAL;Österreich;AUT;Spanien;E;0;2011
28059;FINAL;Österreich;AUT;Ukraine;UKR;0;2011
28060;FINAL;Österreich;AUT;Serbien;SRB;7;2011
28061;FINAL;Österreich;AUT;Georgien;GE;0;2011
28062;FINAL;Polen;PL;Finnland;SF;5;2011
28063;FINAL;Polen;PL;Bosnien Herzegowina;BIH;0;2011
28064;FINAL;Polen;PL;Dänemark;DK;3;2011
28065;FINAL;Polen;PL;Litauen;LIT;12;2011
28066;FINAL;Polen;PL;Ungarn;H;0;2011
28067;FINAL;Polen;PL;Irland;IRL;1;2011
28068;FINAL;Polen;PL;Schweden;S;0;2011
28069;FINAL;Polen;PL;Estland;EST;0;2011
28070;FINAL;Polen;PL;Griechenland;GR;0;2011
28071;FINAL;Polen;PL;Russland;RUS;0;2011
28072;FINAL;Polen;PL;Frankreich;F;0;2011
28073;FINAL;Polen;PL;Italien;I;10;2011
28074;FINAL;Polen;PL;Schweiz;CH;0;2011
28075;FINAL;Polen;PL;Großbritannien;UK;0;2011
28076;FINAL;Polen;PL;Moldau;MD;0;2011
28077;FINAL;Polen;PL;Deutschland;D;4;2011
28078;FINAL;Polen;PL;Rumänien;ROM;0;2011
28079;FINAL;Polen;PL;Österreich;AUT;0;2011
28080;FINAL;Polen;PL;Aserbaidschan;AZ;8;2011
28081;FINAL;Polen;PL;Slowenien;SLO;0;2011
28082;FINAL;Polen;PL;Island;ISL;0;2011
28083;FINAL;Polen;PL;Spanien;E;0;2011
28084;FINAL;Polen;PL;Ukraine;UKR;2;2011
28085;FINAL;Polen;PL;Serbien;SRB;6;2011
28086;FINAL;Polen;PL;Georgien;GE;7;2011
28087;FINAL;Portugal;POR;Finnland;SF;0;2011
28088;FINAL;Portugal;POR;Bosnien Herzegowina;BIH;0;2011
28089;FINAL;Portugal;POR;Dänemark;DK;0;2011
28090;FINAL;Portugal;POR;Litauen;LIT;0;2011
28091;FINAL;Portugal;POR;Ungarn;H;0;2011
28092;FINAL;Portugal;POR;Irland;IRL;6;2011
28093;FINAL;Portugal;POR;Schweden;S;0;2011
28094;FINAL;Portugal;POR;Estland;EST;0;2011
28095;FINAL;Portugal;POR;Griechenland;GR;0;2011
28096;FINAL;Portugal;POR;Russland;RUS;0;2011
28097;FINAL;Portugal;POR;Frankreich;F;2;2011
28098;FINAL;Portugal;POR;Italien;I;10;2011
28099;FINAL;Portugal;POR;Schweiz;CH;0;2011
28100;FINAL;Portugal;POR;Großbritannien;UK;3;2011
28101;FINAL;Portugal;POR;Moldau;MD;5;2011
28102;FINAL;Portugal;POR;Deutschland;D;0;2011
28103;FINAL;Portugal;POR;Rumänien;ROM;0;2011
28104;FINAL;Portugal;POR;Österreich;AUT;0;2011
28105;FINAL;Portugal;POR;Aserbaidschan;AZ;8;2011
28106;FINAL;Portugal;POR;Slowenien;SLO;1;2011
28107;FINAL;Portugal;POR;Island;ISL;4;2011
28108;FINAL;Portugal;POR;Spanien;E;12;2011
28109;FINAL;Portugal;POR;Ukraine;UKR;7;2011
28110;FINAL;Portugal;POR;Serbien;SRB;0;2011
28111;FINAL;Portugal;POR;Georgien;GE;0;2011
28112;FINAL;Rumänien;ROM;Finnland;SF;0;2011
28113;FINAL;Rumänien;ROM;Bosnien Herzegowina;BIH;0;2011
28114;FINAL;Rumänien;ROM;Dänemark;DK;0;2011
28115;FINAL;Rumänien;ROM;Litauen;LIT;1;2011
28116;FINAL;Rumänien;ROM;Ungarn;H;7;2011
28117;FINAL;Rumänien;ROM;Irland;IRL;0;2011
28118;FINAL;Rumänien;ROM;Schweden;S;3;2011
28119;FINAL;Rumänien;ROM;Estland;EST;0;2011
28120;FINAL;Rumänien;ROM;Griechenland;GR;8;2011
28121;FINAL;Rumänien;ROM;Russland;RUS;0;2011
28122;FINAL;Rumänien;ROM;Frankreich;F;0;2011
28123;FINAL;Rumänien;ROM;Italien;I;6;2011
28124;FINAL;Rumänien;ROM;Schweiz;CH;0;2011
28125;FINAL;Rumänien;ROM;Großbritannien;UK;0;2011
28126;FINAL;Rumänien;ROM;Moldau;MD;12;2011
28127;FINAL;Rumänien;ROM;Deutschland;D;0;2011
28128;FINAL;Rumänien;ROM;Österreich;AUT;0;2011
28129;FINAL;Rumänien;ROM;Aserbaidschan;AZ;10;2011
28130;FINAL;Rumänien;ROM;Slowenien;SLO;4;2011
28131;FINAL;Rumänien;ROM;Island;ISL;0;2011
28132;FINAL;Rumänien;ROM;Spanien;E;5;2011
28133;FINAL;Rumänien;ROM;Ukraine;UKR;2;2011
28134;FINAL;Rumänien;ROM;Serbien;SRB;0;2011
28135;FINAL;Rumänien;ROM;Georgien;GE;0;2011
28136;FINAL;Russland;RUS;Finnland;SF;0;2011
28137;FINAL;Russland;RUS;Bosnien Herzegowina;BIH;0;2011
28138;FINAL;Russland;RUS;Dänemark;DK;0;2011
28139;FINAL;Russland;RUS;Litauen;LIT;2;2011
28140;FINAL;Russland;RUS;Ungarn;H;0;2011
28141;FINAL;Russland;RUS;Irland;IRL;0;2011
28142;FINAL;Russland;RUS;Schweden;S;1;2011
28143;FINAL;Russland;RUS;Estland;EST;0;2011
28144;FINAL;Russland;RUS;Griechenland;GR;8;2011
28145;FINAL;Russland;RUS;Frankreich;F;3;2011
28146;FINAL;Russland;RUS;Italien;I;0;2011
28147;FINAL;Russland;RUS;Schweiz;CH;0;2011
28148;FINAL;Russland;RUS;Großbritannien;UK;4;2011
28149;FINAL;Russland;RUS;Moldau;MD;7;2011
28150;FINAL;Russland;RUS;Deutschland;D;0;2011
28151;FINAL;Russland;RUS;Rumänien;ROM;0;2011
28152;FINAL;Russland;RUS;Österreich;AUT;0;2011
28153;FINAL;Russland;RUS;Aserbaidschan;AZ;12;2011
28154;FINAL;Russland;RUS;Slowenien;SLO;5;2011
28155;FINAL;Russland;RUS;Island;ISL;0;2011
28156;FINAL;Russland;RUS;Spanien;E;0;2011
28157;FINAL;Russland;RUS;Ukraine;UKR;10;2011
28158;FINAL;Russland;RUS;Serbien;SRB;0;2011
28159;FINAL;Russland;RUS;Georgien;GE;6;2011
28160;FINAL;San Marino;SM;Finnland;SF;0;2011
28161;FINAL;San Marino;SM;Bosnien Herzegowina;BIH;0;2011
